Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
68804,1058.9499999999998,383.94461609287737,228.98205358672155,1.6767454482954378,0.8026922540451458,69932,295.97968449871377,0.7644888888888889,0.9838700451867528,0.7710324242287775,0.7708916132505824,0.0055802659161222805,0.001215648283259921,0.5942738793800855,0.9964460222914304,BARBUNYA
73608,1062.4669999999999,391.5904484395365,240.20261810593593,1.6302505423435243,0.789770340737252,74612,306.1382308841316,0.7346987663193196,0.9865437195089262,0.8194151363550729,0.7817816601606943,0.005319944142478216,0.0012258257710511063,0.6111825641636113,0.9963807066986331,BARBUNYA
56823,948.496,313.2609836972265,231.28338060880458,1.3544465792251619,0.674462696486296,57838,268.9782345292759,0.7660357518401683,0.9824509837822885,0.7937121260961051,0.8586394365320935,0.005512925816961908,0.0018484394836758796,0.737261681968151,0.9985815631355516,BARBUNYA
80677,1122.027,362.29905231076634,285.445525338284,1.2692406086289232,0.6158381605318235,82097,320.5013989838402,0.7338609178150726,0.9827033874563017,0.8052912662964619,0.8846321759321807,0.004490735306354554,0.0016964776653213306,0.7825740866945049,0.9932748100933569,BARBUNYA
68619,1055.776,360.48610426921084,243.5502783855451,1.4801301261440314,0.7372534510546517,70143,295.58150199256744,0.7170219435736677,0.9782729566742226,0.7735896988120792,0.8199525543204498,0.005253444443509973,0.001464801577740696,0.6723221913366301,0.9951243298725178,BARBUNYA
64314,997.7959999999998,346.2438025571775,237.397932348185,1.4584954432094686,0.7279426060518852,65360,286.1592704772942,0.730840909090909,0.9839963280293758,0.8117678892912045,0.8264675594591729,0.0053836459022479945,0.0015493855285436905,0.6830486268384017,0.9962233097342936,BARBUNYA
59921,1021.206,359.0814765415642,213.1506727078102,1.6846368438808443,0.8047604260909514,61108,276.21329939030034,0.7652745849297573,0.9805753747463507,0.7220415685037194,0.7692217990485183,0.005992581508011618,0.001294195977157606,0.591702176131439,0.996803286515495,BARBUNYA
67848,1001.425,388.5368326295351,222.97815673608892,1.7424883150747232,0.8189310355071858,68623,293.9162408428485,0.800566371681416,0.988706410387188,0.8501783786703605,0.7564694416580419,0.005726577535513724,0.0011567525453475215,0.5722460161624295,0.9971319965110949,BARBUNYA
64222,977.4119999999999,337.0460686149963,243.1834250220837,1.3859746756358449,0.6923999460999878,65307,285.95452442998976,0.7162997167012425,0.983386160748465,0.8447697555533764,0.8484137661211892,0.005248140335321171,0.0016773203994045053,0.7198059185439402,0.9976327744746989,BARBUNYA
84228,1129.158,396.62032862297394,271.6941329463296,1.4598045394720476,0.7285212377682547,85605,327.4788853864525,0.7451431402385081,0.9839144909759944,0.8301506663523555,0.8256734760001495,0.004708889307866434,0.001349993191969772,0.6817366889701695,0.9952023132832968,BARBUNYA
69892,1052.973,389.85577069142295,228.67146576459547,1.7048728374914854,0.8099101140990341,71139,298.31067406418765,0.6842697839261414,0.982470937179325,0.7921416737789596,0.765182142963084,0.0055779741700255105,0.0011795478599190778,0.5855037119095773,0.9982093746850784,BARBUNYA
72268,1077.446,395.01144275966743,233.36033896984583,1.692710271605792,0.806841071868554,73750,303.3388788449656,0.6869973572637222,0.9799050847457628,0.7822847669904457,0.767924282713812,0.005465924652123587,0.0011725112174287232,0.5897077039815228,0.9982042877745915,BARBUNYA
79701,1082.378,384.95172943024556,264.53906411032233,1.455179146130595,0.7264676996735867,80706,318.55684728936086,0.8194127444327926,0.987547394245781,0.8549007965763084,0.8275241359763377,0.004829948550585884,0.001397156145109938,0.6847961956233843,0.9965011432207163,BARBUNYA
69575,1076.93,363.90280388536917,244.23106064152887,1.4899939546161534,0.7413273123994998,71278,297.6334008893305,0.7322836303164897,0.9761076348943573,0.7538555361042625,0.8178925738178324,0.005230367285452665,0.0014437666624542652,0.6689482623063586,0.9967288667874551,BARBUNYA
74049,1156.0929999999998,396.9097089214219,239.4829340016863,1.657361141728066,0.797462283467818,76062,307.0539285664557,0.7102612799263351,0.9735347479687623,0.6962152289450037,0.7736115334665311,0.005360095462753338,0.0011842517376007332,0.5984748047124377,0.9918888856336872,BARBUNYA
52545,911.5619999999999,315.9159220638412,212.11526629769676,1.4893596655153696,0.7410684452455062,53754,258.6549281921942,0.7482484620642516,0.9775086505190311,0.7946370957850153,0.8187460970704871,0.006012292740771552,0.0016665442598586173,0.6703451714681556,0.9983850603576552,BARBUNYA
79038,1121.923,414.3293351977824,244.2396526267133,1.6964048660478066,0.8077815696586144,80260,317.2291082747259,0.7048908390410958,0.984774482930476,0.7890775790906988,0.7656448176021493,0.005242153586854202,0.0011112170406965898,0.5862119867210286,0.994452866809105,BARBUNYA
70878,1026.542,360.2270008343847,251.13364720381526,1.4344035729391185,0.7169215323199565,71854,300.40751064468884,0.7329982625961777,0.9864169009380132,0.8452163173148879,0.8339394602538469,0.005082352786963298,0.0015162913851931188,0.6954550233684779,0.9975631703382026,BARBUNYA
64244,963.9799999999999,342.93165742004123,239.14080814441115,1.4340156332203802,0.7167380854410126,65055,286.0034987757419,0.7512687980915406,0.9875336253938974,0.8687731500986223,0.8339956157078533,0.005337956189216756,0.0015929782203508735,0.6955486870199213,0.9974276908524764,BARBUNYA
68153,1029.375,358.2789264318971,242.69695753746578,1.4762398757165658,0.7356179235068785,69257,294.5761271595774,0.7619968694096602,0.9840593730597629,0.8082535273568277,0.8221977499298203,0.005256979537685753,0.0014819078037197626,0.6760091399896595,0.9979516488015975,BARBUNYA
72263,1042.893,399.93275517679115,230.97944864504268,1.7314646715231674,0.8163583454753822,73011,303.3283851227858,0.7039883874990258,0.9897549684294148,0.8349228492154662,0.7584484671396791,0.005534405645721755,0.001129679017219008,0.5752440773065289,0.9960147973591965,BARBUNYA
66040,1020.017,369.252114638155,229.04832911670582,1.6121144217123358,0.7843619928294501,67289,289.97368765857044,0.7226173541963016,0.9814382737148717,0.7976311546456374,0.785300005506339,0.005591340318566853,0.0013117107906811796,0.616696098648256,0.9941846744445867,BARBUNYA
55059,944.732,344.32769110396447,204.9475016204122,1.680077524153973,0.803569727571328,55970,264.7702704111119,0.7328594816914906,0.983723423262462,0.775212793327392,0.7689485256391085,0.00625379485831498,0.0013486910269551883,0.5912818350825589,0.9933993215627235,BARBUNYA
56567,915.89,326.4419563494079,220.98322725789006,1.4772250382987042,0.7360336689856805,57388,268.3716477704639,0.7230765297644156,0.9856938732836134,0.8473959348574552,0.8221113816730459,0.005770890383958985,0.0016260924414539502,0.6758671238763647,0.998407837953098,BARBUNYA
71342,1075.003,391.5659601213989,232.52452246419304,1.6839770531372535,0.8045888241386618,72680,301.389209495788,0.7238727221072284,0.9815905338470006,0.7757750209745765,0.7697022729001953,0.005488575595321114,0.0011883120169693374,0.5924415889077267,0.9976580410447858,BARBUNYA
98277,1289.679,436.3537019293638,287.6784697870411,1.5168104246813539,0.751899125846591,100632,353.7374206073448,0.7065560452359213,0.9765979012640115,0.7425034883108128,0.8106667115307462,0.0044400388893572635,0.001182866947008302,0.6571805171840742,0.9968182593622874,BARBUNYA
59632,925.853,346.44369974309194,219.3624607044648,1.5793208128251115,0.7740016531095795,60256,275.54640359047914,0.7936119244077722,0.9896441848114711,0.8741886492447004,0.7953569477372882,0.005809694455042459,0.001434106392909757,0.6325926743139755,0.9990667765847587,BARBUNYA
